NWSID,NOSID,Name,State,ETSS Lon,ETSS Lat,ETSS proximity,ETSS URL,ESTOFS Lon,ETSOFS Lat,ESTOFS proximity,ESTOFS URL,COOPS Lon,COOPS Lat,ETSS HAT-ft,ETSS MHHW-ft,ETSS MSL-ft,ETSS MLLW-ft,Minor MLLW ft,Moderate MLLW ft,Major MLLW ft,MHHW m,MLLW m,MHHW MLLW ft,Minor MHHW ft,Moderate MHHW ft,Major MHHW ft
TMP29,em00029,Pohnpei East Pohnpei-FSM Major Island/Warning Point,,,,,,-201.66,6.844,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00029.png,,, , , , , , , , , , , , , 
TMP30,em00030,Pohnpei South Pohnpei-FSM Major Island/Warning Point,,,,,,-201.78,6.782,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00030.png,,, , , , , , , , , , , , , 
TMP31,em00031,Pohnpei West Pohnpei-FSM Major Island/Warning Point,,,,,,-201.905,6.925,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00031.png,,, , , , , , , , , , , , , 
TMP32,em00032,Kosrae North (Airport) Kosrae-FSM Major Island/Warning Point,,,,,,-197.04,5.37,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00032.png,,, , , , , , , , , , , , , 
TMP33,em00033,Kosrae West (Walung) Kosrae-FSM Major Island/Warning Point,,,,,,-197.109,5.3,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00033.png,,, , , , , , , , , , , , , 
TMP34,em00034,Kosrae South (Utwa Ma) Kosrae-FSM Major Island/Warning Point,,,,,,-197.03,5.265,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00034.png,,, , , , , , , , , , , , , 
TMP35,em00035,Kosrae East (Malem) Kosrae-FSM Major Island/Warning Point,,,,,,-196.96,5.29,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00035.png,,, , , , , , , , , , , , , 
TMP36,em00036,Majuro East Marshall Islands Major Island/Warning Point,,,,,,-188.61,7.09,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00036.png,,, , , , , , , , , , , , , 
TMP37,em00037,Majuro South (Airport) Marshall Islands Major Island/Warning Point,,,,,,-188.742,7.05,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00037.png,,, , , , , , , , , , , , , 
TMP38,em00038,Majuro West Marshall Islands Major Island/Warning Point,,,,,,-188.967,7.15,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00038.png,,, , , , , , , , , , , , , 
TMP39,em00039,Majuro North Marshall Islands Major Island/Warning Point,,,,,,-188.927,7.23,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00039.png,,, , , , , , , , , , , , , 
TMP40,em00040,Agrihan West Mariana Islands Warning Point,,,,,,-214.3677,18.789,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00040.png,,, , , , , , , , , , , , , 
TMP41,em00041,Pagan East Mariana Islands Warning Point,,,,,,-214.1851,18.128,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00041.png,,, , , , , , , , , , , , , 
TMP42,em00042,Kayangel North Palau Warning Point,,,,,,-225.283,8.097,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00042.png,,, , , , , , , , , , , , , 
TMP43,em00043,Peleliu East Palau Warning Point,,,,,,-225.74,7.027,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00043.png,,, , , , , , , , , , , , , 
TMP44,em00044,Peleliu West Palau Warning Point,,,,,,-225.774,7.012,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00044.png,,, , , , , , , , , , , , , 
TMP45,em00045,Angaur East Palau Warning Point,,,,,,-225.84,6.91,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00045.png,,, , , , , , , , , , , , , 
TMP46,em00046,Angaur West Palau Warning Point,,,,,,-225.876,6.905,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00046.png,,, , , , , , , , , , , , , 
TMP47,em00047,Angaur South Palau Warning Point,,,,,,-225.87,6.881,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00047.png,,, , , , , , , , , , , , , 
TMP48,em00048,Sonsorol Northeast Palau Warning Point,,,,,,-227.76,5.33,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00048.png,,, , , , , , , , , , , , , 
TMP49,em00049,Sonsorol Southeast Palau Warning Point,,,,,,-227.68,4.31,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00049.png,,, , , , , , , , , , , , , 
TMP50,em00050,Sonsorol Northwest Palau Warning Point,,,,,,-227.79,5.33,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00050.png,,, , , , , , , , , , , , , 
TMP51,em00051,Sonsorol Southwest Palau Warning Point,,,,,,-227.7,4.31,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00051.png,,, , , , , , , , , , , , , 
TMP52,em00052,Ngulu West Yap-FSM Warning Point,,,,,,-222.52,8.3,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00052.png,,, , , , , , , , , , , , , 
TMP53,em00053,Ngulu East Yap-FSM Warning Point,,,,,,-222.48,8.31,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00053.png,,, , , , , , , , , , , , , 
TMP54,em00054,Ulithi East (Airport) Yap-FSM Warning Point,,,,,,-220.23,9.99,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00054.png,,, , , , , , , , , , , , , 
TMP55,em00055,Fais East(Airport) Yap-FSM Warning Point,,,,,,-219.468,9.77,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00055.png,,, , , , , , , , , , , , , 
TMP56,em00056,Faraulep East Yap-FSM Warning Point,,,,,,-215.47,8.59,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00056.png,,, , , , , , , , , , , , , 
TMP57,em00057,Woleai East Yap-FSM Warning Point,,,,,,-216.08,7.38,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00057.png,,, , , , , , , , , , , , , 
TMP58,em00058,Satawal East Yap-FSM Warning Point,,,,,,-212.96,7.38,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00058.png,,, , , , , , , , , , , , , 
TMP59,em00059,Puluwat East Chuuk-FSM Warning Point,,,,,,-210.78,7.36,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00059.png,,, , , , , , , , , , , , , 
TMP60,em00060,Ulul East Chuuk-FSM Warning Point,,,,,,-210.3,8.57,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00060.png,,, , , , , , , , , , , , , 
TMP61,em00061,Fananu East Chuuk-FSM Warning Point,,,,,,-207.684,8.71,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00061.png,,, , , , , , , , , , , , , 
TMP62,em00062,Losap East Chuuk-FSM Warning Point,,,,,,-207.303,6.88,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00062.png,,, , , , , , , , , , , , , 
TMP63,em00063,Lukunor East Chuuk-FSM Warning Point,,,,,,-206.195,5.523,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00063.png,,, , , , , , , , , , , , , 
TMP64,em00064,Sapwuafik (Ngatik) East Pohnpei-FSM Warning Point,,,,,,-202.65,5.787,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00064.png,,, , , , , , , , , , , , , 
TMP65,em00065,Pakin East Pohnpei-FSM Warning Point,,,,,,-202.19,7.087,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00065.png,,, , , , , , , , , , , , , 
TMP66,em00066,Mokil East Pohnpei-FSM Warning Point,,,,,,-200.22,6.68,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00066.png,,, , , , , , , , , , , , , 
TMP67,em00067,Pingelap East Pohnpei-FSM Warning Point,,,,,,-199.28,6.22,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00067.png,,, , , , , , , , , , , , , 
TMP68,em00068,Enewetak East Marshall Islands Warning Point,,,,,,-197.64,11.34,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00068.png,,, , , , , , , , , , , , , 
TMP69,em00069,Utirik East (Airport) Marshall Islands Warning Point,,,,,,-190.12,11.22,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00069.png,,, , , , , , , , , , , , , 
TMP70,em00070,Wotje East (Airport) Marshall Islands Warning Point,,,,,,-189.756,9.475,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00070.png,,, , , , , , , , , , , , , 
TMP71,em00071,Ujae East (Airport) Marshall Islands Warning Point,,,,,,-194.22,8.93,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00071.png,,, , , , , , , , , , , , , 
TMP72,em00072,Kwajalein East (Airport) Marshall Islands Warning Point,,,,,,-192.285,8.779,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00072.png,,, , , , , , , , , , , , , 
TMP73,em00073,Ailinglaplap East (Airport) Marshall Islands Warning Point,,,,,,-191.16,7.28,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00073.png,,, , , , , , , , , , , , , 
TMP74,em00074,Jaluit East (Airport) Marshall Islands Warning Point,,,,,,-190.35,5.905,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00074.png,,, , , , , , , , , , , , , 
TMP75,em00075,Mili East Marshall Islands Warning Point,,,,,,-187.88,6,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00075.png,,, , , , , , , , , , , , , 
TMP76,em00076,Wake East Wake Island Populated Island,,,,,,-193.342,19.27,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00076.png,,, , , , , , , , , , , , , 
TMP77,em00077,Wake West Wake Island Populated Island,,,,,,-193.396,19.32,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00077.png,,, , , , , , , , , , , , , 
TMP78,em00078,Eurapik East Yap-FSM Populated Island,,,,,,-216.915,6.68,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00078.png,,, , , , , , , , , , , , , 
TMP79,em00079,Ifalik East Yap-FSM Populated Island,,,,,,-215.54,7.25,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00079.png,,, , , , , , , , , , , , , 
TMP80,em00080,Lamotrek East Yap-FSM Populated Island,,,,,,-213.615,7.457,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00080.png,,, , , , , , , , , , , , , 
TMP81,em00081,Oroluk East Pohnpei-FSM Populated Island,,,,,,-204.58,7.59,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00081.png,,, , , , , , , , , , , , , 
TMP82,em00082,Nukuoro East Pohnpei-FSM Populated Island,,,,,,-205,3.84,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00082.png,,, , , , , , , , , , , , , 
TMP83,em00083,66 Km North from Kapingamarangi West Pohnpei(-205.28 1.08)-FSM Populated Island,,,,,,-205.28,1.68,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00083.png,,, , , , , , , , , , , , , 
TMP84,em00084,Roi Namur East (Airport) Marshall Islands Populated Island,,,,,,-192.515,9.4,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00084.png,,, , , , , , , , , , , , , 
TMP85,em00085,Ebeye East Marshall Islands Populated Island,,,,,,-192.265,8.806,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00085.png,,, , , , , , , , , , , , , 
TMP86,em00086,Ebeye Wes Marshall Islands Populated Island,,,,,,-192.4,8.8,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00086.png,,, , , , , , , , , , , , , 
TMP87,em00087,Ebon East Marshall Islands Populated Island,,,,,,-191.254,4.657,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00087.png,,, , , , , , , , , , , , , 
TMP88,em00088,Arno East Marshall Islands Populated Island,,,,,,-188.057,7.142,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00088.png,,, , , , , , , , , , , , , 
TMP89,em00089,62 Km ENE from Helen Reef (-228.185 3.014),,,,,,-227.821,3.429,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00089.png,,, , , , , , , , , , , , , 
